timestamp,price
2024-02-06 01:00:00.000,42648.46
2024-02-07 01:00:00.000,43087.79
2024-02-08 01:00:00.000,44247.42
2024-02-09 01:00:00.000,45338.27
2024-02-10 01:00:00.000,47143.24
2024-02-11 01:00:00.000,47769.0
2024-02-12 01:00:00.000,48189.88
2024-02-13 01:00:00.000,50050.14
2024-02-14 01:00:00.000,49732.15
2024-02-15 01:00:00.000,51790.17
2024-02-16 01:00:00.000,51958.23
2024-02-17 01:00:00.000,52166.43
2024-02-18 01:00:00.000,51684.52
2024-02-19 01:00:00.000,52138.49
2024-02-20 01:00:00.000,51764.31
2024-02-21 01:00:00.000,52286.79
2024-02-22 01:00:00.000,51842.76
2024-02-23 01:00:00.000,51319.5
2024-02-24 01:00:00.000,50841.08
2024-02-25 01:00:00.000,51553.1
2024-02-26 01:00:00.000,51751.88
2024-02-27 01:00:00.000,54478.19
2024-02-28 01:00:00.000,57003.53
2024-02-29 01:00:00.000,62558.58
2024-03-01 01:00:00.000,61298.22
2024-03-02 01:00:00.000,62426.64
2024-03-03 01:00:00.000,62067.87
2024-03-04 01:00:00.000,63053.11
2024-03-05 01:00:00.000,68186.65
2024-03-06 01:00:00.000,64291.54
2024-03-07 01:00:00.000,66145.92
2024-03-08 01:00:00.000,66944.88
2024-03-09 01:00:00.000,68315.25
2024-03-10 01:00:00.000,68508.0
2024-03-11 01:00:00.000,69075.67
2024-03-12 01:00:00.000,72130.55
2024-03-13 01:00:00.000,71467.17
2024-03-14 01:00:00.000,73097.77
2024-03-15 01:00:00.000,71420.03
2024-03-16 01:00:00.000,69497.76
2024-03-17 01:00:00.000,65292.31
2024-03-18 01:00:00.000,68425.42
2024-03-19 01:00:00.000,67708.94
2024-03-20 01:00:00.000,62132.52
2024-03-21 01:00:00.000,67819.06
2024-03-22 01:00:00.000,65535.98
2024-03-23 01:00:00.000,63509.04
2024-03-24 01:00:00.000,64285.8
2024-03-25 01:00:00.000,67310.98
2024-03-26 01:00:00.000,69938.95
2024-03-27 01:00:00.000,70082.05
2024-03-28 01:00:00.000,69435.75
2024-03-29 01:00:00.000,70710.2
2024-03-30 01:00:00.000,69919.06
2024-03-31 01:00:00.000,69702.31
2024-04-01 01:00:00.000,71246.95
2024-04-02 01:00:00.000,69785.93
2024-04-03 01:00:00.000,65440.42
2024-04-04 01:00:00.000,66123.94
2024-04-05 01:00:00.000,68542.18
2024-04-06 01:00:00.000,67978.61
2024-04-07 01:00:00.000,69000.65
2024-04-08 01:00:00.000,69401.97
2024-04-09 01:00:00.000,71624.18
2024-04-10 01:00:00.000,69158.64
2024-04-11 01:00:00.000,70527.89
2024-04-12 01:00:00.000,70106.66
2024-04-13 01:00:00.000,67252.11
2024-04-14 01:00:00.000,64404.83
2024-04-15 01:00:00.000,65752.66
2024-04-16 01:00:00.000,63430.57
2024-04-17 01:00:00.000,63720.5
2024-04-18 01:00:00.000,61328.9
2024-04-19 01:00:00.000,63461.59
2024-04-20 01:00:00.000,63988.82
2024-04-21 01:00:00.000,64894.42
2024-04-22 01:00:00.000,64936.42
2024-04-23 01:00:00.000,66841.67
2024-04-24 01:00:00.000,66406.95
2024-04-25 01:00:00.000,64279.52
2024-04-26 01:00:00.000,64486.18
2024-04-27 01:00:00.000,63802.33
2024-04-28 01:00:00.000,63517.25
2024-04-29 01:00:00.000,63030.43
2024-04-30 01:00:00.000,63797.68
2024-05-01 01:00:00.000,60749.47
2024-05-02 01:00:00.000,58297.57
2024-05-03 01:00:00.000,59135.17
2024-05-04 01:00:00.000,62839.34
2024-05-05 01:00:00.000,63820.45
2024-05-06 01:00:00.000,64010.01
2024-05-07 01:00:00.000,63172.48
2024-05-08 01:00:00.000,62363.06
2024-05-09 01:00:00.000,61215.5
2024-05-10 01:00:00.000,63148.6
2024-05-11 01:00:00.000,60888.22
2024-05-12 01:00:00.000,60776.97
2024-05-13 01:00:00.000,61507.05
2024-05-14 01:00:00.000,62878.78
2024-05-15 01:00:00.000,61569.11
2024-05-16 01:00:00.000,66220.52
2024-05-17 01:00:00.000,65260.88
2024-05-18 01:00:00.000,67053.12
2024-05-19 01:00:00.000,66912.62
2024-05-20 01:00:00.000,66252.71
2024-05-21 01:00:00.000,71430.3
2024-05-22 01:00:00.000,70189.84
2024-05-23 01:00:00.000,69181.2
2024-05-24 01:00:00.000,67906.47
2024-05-25 01:00:00.000,68539.92
2024-05-26 01:00:00.000,69268.45
2024-05-27 01:00:00.000,68508.83
2024-05-28 01:00:00.000,69367.24
2024-05-29 01:00:00.000,68316.64
2024-05-30 01:00:00.000,67577.27
2024-05-31 01:00:00.000,68372.49
2024-06-01 01:00:00.000,67474.95
2024-06-02 01:00:00.000,67704.33
2024-06-03 01:00:00.000,67740.02
2024-06-04 01:00:00.000,68808.29
2024-06-05 01:00:00.000,70600.01
2024-06-06 01:00:00.000,71184.6
2024-06-07 01:00:00.000,70759.59
2024-06-08 01:00:00.000,69325.36
2024-06-09 01:00:00.000,69315.1
2024-06-10 01:00:00.000,69654.16
2024-06-11 01:00:00.000,69493.18
2024-06-12 01:00:00.000,67329.15
2024-06-13 01:00:00.000,68224.52
2024-06-14 01:00:00.000,66700.32
2024-06-15 01:00:00.000,66011.08
2024-06-16 01:00:00.000,66190.49
2024-06-17 01:00:00.000,66615.54
2024-06-18 01:00:00.000,66460.39
2024-06-19 01:00:00.000,65109.31
2024-06-20 01:00:00.000,64907.07
2024-06-21 01:00:00.000,64844.67
2024-06-22 01:00:00.000,64071.62
2024-06-23 01:00:00.000,64239.9
2024-06-24 01:00:00.000,63221.36
2024-06-25 01:00:00.000,60363.23
2024-06-26 01:00:00.000,61770.41
2024-06-27 01:00:00.000,60749.9
2024-06-28 01:00:00.000,61562.65
2024-06-29 01:00:00.000,60317.1
2024-06-30 01:00:00.000,60864.44
2024-07-01 01:00:00.000,62734.39
2024-07-02 01:00:00.000,62819.82
2024-07-03 01:00:00.000,62042.57
2024-07-04 01:00:00.000,60244.68
2024-07-05 01:00:00.000,57189.17
2024-07-06 01:00:00.000,56739.86
2024-07-07 01:00:00.000,58230.48
2024-07-08 01:00:00.000,55880.38
2024-07-09 01:00:00.000,56665.14
2024-07-10 01:00:00.000,57988.3
2024-07-11 01:00:00.000,57704.2
2024-07-12 01:00:00.000,57388.19
2024-07-13 01:00:00.000,57899.29
2024-07-14 01:00:00.000,59152.72
2024-07-15 01:00:00.000,60942.33
2024-07-16 01:00:00.000,64835.49
2024-07-17 01:00:00.000,65162.24
2024-07-18 01:00:00.000,64136.31
2024-07-19 01:00:00.000,63959.57
2024-07-20 01:00:00.000,66689.55
2024-07-21 01:00:00.000,67206.06
2024-07-22 01:00:00.000,68088.14
2024-07-23 01:00:00.000,67607.71
2024-07-24 01:00:00.000,65942.42
2024-07-25 01:00:00.000,65403.54
2024-07-26 01:00:00.000,65749.96
2024-07-27 01:00:00.000,67920.3
2024-07-28 01:00:00.000,68055.41
2024-07-29 01:00:00.000,68242.25
2024-07-30 01:00:00.000,66770.32
2024-07-31 01:00:00.000,66219.05
2024-08-01 01:00:00.000,64679.78
2024-08-02 01:00:00.000,65357.53
2024-08-03 01:00:00.000,61407.3
2024-08-04 01:00:00.000,60738.74
2024-08-05 01:00:00.000,58006.21
2024-08-06 01:00:00.000,53956.26
2024-08-07 01:00:00.000,55959.84
2024-08-08 01:00:00.000,55099.95
2024-08-09 01:00:00.000,61859.03
2024-08-10 01:00:00.000,60912.59
2024-08-11 01:00:00.000,60887.71
2024-08-12 01:00:00.000,58804.23
2024-08-13 01:00:00.000,59350.07
2024-08-14 01:00:00.000,60601.22
2024-08-15 01:00:00.000,58739.19
2024-08-16 01:00:00.000,57624.12
2024-08-17 01:00:00.000,58881.93
2024-08-18 01:00:00.000,59430.79
2024-08-19 01:00:00.000,58438.29
2024-08-20 01:00:00.000,59574.95
2024-08-21 01:00:00.000,59060.13
2024-08-22 01:00:00.000,61144.69
2024-08-23 01:00:00.000,60387.54
2024-08-24 01:00:00.000,64049.69
2024-08-25 01:00:00.000,64157.16
2024-08-26 01:00:00.000,64265.82
2024-08-27 01:00:00.000,62922.59
2024-08-28 01:00:00.000,59526.56
2024-08-29 01:00:00.000,59015.3
2024-08-30 01:00:00.000,59351.58
2024-08-31 01:00:00.000,59156.25
2024-09-01 01:00:00.000,58960.24
2024-09-02 01:00:00.000,57357.72
2024-09-03 01:00:00.000,59108.73
2024-09-04 01:00:00.000,57504.54
2024-09-05 01:00:00.000,57987.85
2024-09-06 01:00:00.000,56132.4
2024-09-07 01:00:00.000,53923.36
2024-09-08 01:00:00.000,54150.94
2024-09-09 01:00:00.000,54792.41
2024-09-10 01:00:00.000,57049.12
2024-09-11 01:00:00.000,57624.16
2024-09-12 01:00:00.000,57381.76
2024-09-13 01:00:00.000,58106.95
2024-09-14 01:00:00.000,60620.63
2024-09-15 01:00:00.000,60003.3
2024-09-16 01:00:00.000,59214.8
2024-09-17 01:00:00.000,58211.12
2024-09-18 01:00:00.000,60317.03
2024-09-19 01:00:00.000,61440.41
2024-09-20 01:00:00.000,62966.53
2024-09-21 01:00:00.000,63128.22
2024-09-22 01:00:00.000,63403.4
2024-09-23 01:00:00.000,63582.6
2024-09-24 01:00:00.000,63327.03
2024-09-25 01:00:00.000,64334.14
2024-09-26 01:00:00.000,63151.9
2024-09-27 01:00:00.000,65130.77
2024-09-28 01:00:00.000,65791.0
2024-09-29 01:00:00.000,65934.11
2024-09-30 01:00:00.000,65663.69
2024-10-01 01:00:00.000,63243.28
2024-10-02 01:00:00.000,60872.67
2024-10-03 01:00:00.000,60655.56
2024-10-04 01:00:00.000,60727.86
2024-10-05 01:00:00.000,62103.01
2024-10-06 01:00:00.000,62091.93
2024-10-07 01:00:00.000,62811.8
2024-10-08 01:00:00.000,62287.39
2024-10-09 01:00:00.000,62185.23
2024-10-10 01:00:00.000,60597.15
2024-10-11 01:00:00.000,60195.18
2024-10-12 01:00:00.000,62392.34
2024-10-13 01:00:00.000,63207.77
2024-10-14 01:00:00.000,62829.53
2024-10-15 01:00:00.000,66049.99
2024-10-16 01:00:00.000,66962.22
2024-10-17 01:00:00.000,67647.54
2024-10-18 01:00:00.000,67328.11
2024-10-19 01:00:00.000,68465.62
2024-10-20 01:00:00.000,68388.87
2024-10-21 01:00:00.000,68962.83
2024-10-22 01:00:00.000,67394.86
2024-10-23 01:00:00.000,67351.05
2024-10-24 01:00:00.000,66683.97
2024-10-25 01:00:00.000,68214.05
2024-10-26 01:00:00.000,66585.67
2024-10-27 01:00:00.000,67018.17
2024-10-28 01:00:00.000,67938.55
2024-10-29 01:00:00.000,69845.3
2024-10-30 01:00:00.000,72781.11
2024-10-31 01:00:00.000,72342.62
2024-11-01 01:00:00.000,70265.0
2024-11-02 01:00:00.000,69507.92
2024-11-03 01:00:00.000,69299.16
2024-11-04 01:00:00.000,68803.51
2024-11-05 01:00:00.000,67793.3
2024-11-06 01:00:00.000,69335.43
2024-11-07 01:00:00.000,75620.89
2024-11-08 01:00:00.000,75987.24
2024-11-09 01:00:00.000,76550.02
2024-11-10 01:00:00.000,76630.23
2024-11-11 01:00:00.000,80466.72
2024-11-12 01:00:00.000,88637.42
2024-11-13 01:00:00.000,88264.6
2024-11-14 01:00:00.000,90488.1
2024-11-15 01:00:00.000,87407.51
2024-11-16 01:00:00.000,90947.98
2024-11-17 01:00:00.000,90606.45
2024-11-18 01:00:00.000,89841.47
2024-11-19 01:00:00.000,90534.62
2024-11-20 01:00:00.000,92251.65
2024-11-21 01:00:00.000,94217.02
2024-11-22 01:00:00.000,98509.12
2024-11-23 01:00:00.000,98927.49
2024-11-24 01:00:00.000,97679.46
2024-11-25 01:00:00.000,98015.94
2024-11-26 01:00:00.000,93004.7
2024-11-27 01:00:00.000,91931.83
2024-11-28 01:00:00.000,95981.18
2024-11-29 01:00:00.000,95661.6
2024-11-30 01:00:00.000,97453.25
2024-12-01 01:00:00.000,96513.14
2024-12-02 01:00:00.000,97311.71
2024-12-03 01:00:00.000,95833.14
2024-12-04 01:00:00.000,96031.63
2024-12-05 01:00:00.000,98881.47
2024-12-06 01:00:00.000,97201.5
2024-12-07 01:00:00.000,99973.85
2024-12-08 01:00:00.000,99781.83
2024-12-09 01:00:00.000,101235.37
2024-12-10 01:00:00.000,97353.95
2024-12-11 01:00:00.000,96649.71
2024-12-12 01:00:00.000,101123.62
2024-12-13 01:00:00.000,100000.81
2024-12-14 01:00:00.000,101352.23
2024-12-15 01:00:00.000,101367.01
2024-12-16 01:00:00.000,104721.5
2024-12-17 01:00:00.000,106074.11
2024-12-18 01:00:00.000,106034.91
2024-12-19 01:00:00.000,100355.58
2024-12-20 01:00:00.000,97851.35
2024-12-21 01:00:00.000,97691.43
2024-12-22 01:00:00.000,97202.82
2024-12-23 01:00:00.000,95094.27
2024-12-24 01:00:00.000,94644.91
2024-12-25 01:00:00.000,98695.71
2024-12-26 01:00:00.000,99344.95
2024-12-27 01:00:00.000,95678.31
2024-12-28 01:00:00.000,94331.95
2024-12-29 01:00:00.000,95184.62
2024-12-30 01:00:00.000,93663.45
2024-12-31 01:00:00.000,92627.28
2025-01-01 01:00:00.000,93507.86
2025-01-02 01:00:00.000,94384.18
2025-01-03 01:00:00.000,96852.15
2025-01-04 01:00:00.000,98084.34
2025-01-05 01:00:00.000,98256.74
2025-01-06 01:00:00.000,98364.59
2025-01-07 01:00:00.000,102229.39
2025-01-08 01:00:00.000,96952.1
2025-01-09 01:00:00.000,95016.71
2025-01-10 01:00:00.000,92376.28
2025-01-11 01:00:00.000,94736.63
2025-01-12 01:00:00.000,94559.55
2025-01-13 01:00:00.000,94454.77
2025-01-14 01:00:00.000,94456.35
2025-01-15 01:00:00.000,96574.08
2025-01-16 01:00:00.000,100313.15
2025-01-17 01:00:00.000,100044.58
2025-01-18 01:00:00.000,104160.69
2025-01-19 01:00:00.000,104334.62
2025-01-20 01:00:00.000,101275.34
2025-01-21 01:00:00.000,101764.91
2025-01-22 01:00:00.000,106182.24
2025-01-23 01:00:00.000,103673.54
2025-01-24 01:00:00.000,104067.61
2025-01-25 01:00:00.000,104835.19
2025-01-26 01:00:00.000,104796.04
2025-01-27 01:00:00.000,102552.25
2025-01-28 01:00:00.000,101958.47
2025-01-29 01:00:00.000,101313.11
2025-01-30 01:00:00.000,103718.98
2025-01-31 01:00:00.000,104781.51
2025-02-01 01:00:00.000,102382.39
2025-02-02 01:00:00.000,100674.79
2025-02-03 01:00:00.000,97568.32
2025-02-04 01:00:00.000,101466.86
2025-02-04 18:31:42.425,97206.21
